,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[ -1.2605956   11.93577231  25.13214023  38.32850814  51.52487605
  64.72124397  77.91761188  91.11397979 104.3103477 ]","[ -2.35493691  11.81535531  25.6667704   39.20995223  52.4550762
  65.41187468  78.08966088  90.49735119 102.6434861 ]","[  6.4773996   14.10113947  23.31705884  34.12515771  46.52543608
  60.51789394  76.10253131  93.27934818 112.04834455]","[  6.28651692  13.7804714   23.14671863  34.20783122  46.8388185
  60.94478867  76.4501626   93.29269101 111.4198151 ]",expo,"[40.0, 90.0]","[2.5, 4.5]","[34.20783122032223, 93.29269101116716]"
sse,1608.4672124492574,1715.4571150692302,1347.314057148395,1320.9838203825382,expo,"[40.0, 90.0]","[2.5, 4.5]","[34.20783122032223, 93.29269101116716]"
params,[-27.65333143  26.39273583   0.        ],[ 1.24287635e+03 -5.40904751e+04  4.24380950e+01],[-3.99354163  7.28658223  3.184359  ],[-1.51373312  7.80025004  1.66060695],expo,"[40.0, 90.0]","[2.5, 4.5]","[34.20783122032223, 93.29269101116716]"
stim_val,"[2.5, 4.5]","[2.5, 4.5]","[2.5, 4.5]","[2.5, 4.5]",expo,"[40.0, 90.0]","[2.5, 4.5]","[34.20783122032223, 93.29269101116716]"
fitted_val,"[38.328508139470046, 91.11397979123296]","[39.20995223479622, 90.49735119451884]","[34.125157707291535, 93.27934818197222]","[34.20783122032223, 93.29269101116716]",expo,"[40.0, 90.0]","[2.5, 4.5]","[34.20783122032223, 93.29269101116716]"
