,series,trial,intensity,rating,fired,tolerance,threshold
0,0,0,10,22,1,90,10
1,0,1,20,24,1,90,10
2,0,2,30,29,1,90,10
3,0,3,40,38,1,90,10
4,0,4,50,46,1,90,10
5,0,5,60,55,1,90,10
6,0,6,70,60,1,90,10
7,0,7,80,72,1,90,10
8,0,8,90,79,1,90,10
9,0,9,100,82,1,90,10
10,1,0,10,9,1,90,10
11,1,1,20,16,1,90,10
12,1,2,30,25,1,90,10
13,1,3,40,37,1,90,10
14,1,4,50,42,1,90,10
15,1,5,60,54,1,90,10
16,1,6,70,57,1,90,10
17,1,7,80,66,1,90,10
18,1,8,90,72,1,90,10
19,2,0,10,9,1,90,10
20,2,1,20,19,1,90,10
21,2,2,30,28,1,90,10
22,2,3,40,37,1,90,10
23,2,4,50,46,1,90,10
24,2,5,60,48,1,90,10
25,2,6,70,58,1,90,10
26,2,7,80,61,1,90,10
27,2,8,90,73,1,90,10
