,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[ -7.21283891  -0.49873406   6.21537079  12.92947564  19.64358049
  26.35768534  33.07179019  39.78589505  46.4999999   53.21410475
  59.9282096   66.64231445  73.3564193   80.07052415  86.784629
  93.49873385 100.2128387 ]","[ -3.56663356   1.83175909   7.37567473  13.07107798  18.92426395
  24.94188143  31.13095812  37.49892798  44.05366102  50.80349574
  57.75727455  64.92438239  72.31478898  79.93909514  87.80858347
  95.93527406 104.33198581]","[ -2.92340746   2.14957306   7.44137013  12.95198374  18.68141391
  24.62966062  30.79672389  37.1826037   43.78730006  50.61081297
  57.65314242  64.91428843  72.39425098  80.09303009  88.01062574
  96.14703794 104.50226669]","[ -2.13251083   2.30503772   7.23597707  12.56961726  18.24781142
  24.2295304   30.48400145  36.98714109  43.71949885  50.66498079
  57.8100114   65.14295856  72.65372472  80.33344765  88.17427585
  96.16919653 104.31190132]",expo,"[40.0, 90.0]","[4.5, 8.0]","[36.98714108613922, 88.17427585044032]"
sse,491.60774371976765,419.99578242262,410.67178930421863,393.048707080958,expo,"[40.0, 90.0]","[4.5, 8.0]","[36.98714108613922, 88.17427585044032]"
params,[-20.64104861  13.4282097    0.        ],[  -409.48793054 -15464.1791016     -39.09649609],[-12.41291885   9.0518783    0.4376331 ],[-8.45610568  6.32359485  1.31122   ],expo,"[40.0, 90.0]","[4.5, 8.0]","[36.98714108613922, 88.17427585044032]"
stim_val,"[4.5, 8.0]","[4.5, 8.0]","[4.5, 8.0]","[4.5, 8.0]",expo,"[40.0, 90.0]","[4.5, 8.0]","[36.98714108613922, 88.17427585044032]"
fitted_val,"[39.785895045595325, 86.78462900136664]","[37.498927984452166, 87.80858346799334]","[37.1826036972959, 88.01062573895334]","[36.98714108613922, 88.17427585044032]",expo,"[40.0, 90.0]","[4.5, 8.0]","[36.98714108613922, 88.17427585044032]"
