,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[-28.17188727 -16.3884937   -4.60510013   7.17829344  18.96168701
  30.74508058  42.52847415  54.31186772  66.09526129  77.87865486
  89.66204843]","[-34.76284228 -20.52479605  -6.78676057   6.47714867  19.29105983
  31.67749124  43.65748338  55.25071826  66.47562723  77.34948881
  87.88851741]","[-30.82960406 -18.10602852  -5.54893231   6.84168458  19.06582214
  31.12348037  43.01465928  54.73935886  66.29757911  77.68932004
  88.91458163]","[-25.26320992 -14.66790612  -3.7385093    7.44623377  18.83876623
  30.40705041  42.12795247  53.98394138  65.96124982  78.04876529
  90.23732053]",expo,"[40.0, 90.0]","[4.0, 6.0]","[42.127952470891685, 90.23732053341965]"
sse,3336.9597634177076,3346.613468464164,3334.9396913038017,3334.925591885131,expo,"[40.0, 90.0]","[4.0, 6.0]","[42.127952470891685, 90.23732053341965]"
params,[-51.73867441  23.56678714   0.        ],[   761.86951692 -21887.85656552     26.47548014],[-56.77619312  26.27954771  -0.33295865],[-44.2968671   19.03365718   1.09144645],expo,"[40.0, 90.0]","[4.0, 6.0]","[42.127952470891685, 90.23732053341965]"
stim_val,"[4.0, 6.0]","[4.0, 6.0]","[4.0, 6.0]","[4.0, 6.0]",expo,"[40.0, 90.0]","[4.0, 6.0]","[42.127952470891685, 90.23732053341965]"
fitted_val,"[42.528474147643394, 89.66204842795898]","[43.657483384239185, 87.88851740737357]","[43.014659278295916, 88.91458163393916]","[42.127952470891685, 90.23732053341965]",expo,"[40.0, 90.0]","[4.0, 6.0]","[42.127952470891685, 90.23732053341965]"
