,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[-9.94697024 -2.38538787  5.17619451 12.73777688 20.29935926 27.86094163
 35.42252401 42.98410638 50.54568875 58.10727113 65.6688535 ]","[-10.98080958  -2.8429616    5.15693419  13.02235615  20.75666665
  28.36311692  35.84485155  43.20491287  50.44624504  57.57169801
  64.58403123]","[ 6.50607     6.36888486  7.80520848 10.81504087 15.39838203 21.55523196
 29.28559065 38.58945812 49.46683436 61.91771936 75.94211314]","[ 4.83890674  6.04369458  8.13975194 11.31328596 15.73475822 21.56311385
 28.94834505 38.03319537 48.954366   61.84340931 76.82741419]",expo,"[40.0, 90.0]","[4.5, 6.0]","[38.03319536737887, 76.8274141889888]"
sse,2789.014268031097,2857.6280954202693,2369.684024023602,2360.3111027393475,expo,"[40.0, 90.0]","[4.5, 6.0]","[38.03319536737887, 76.8274141889888]"
params,[-25.07013499  15.12316475   0.        ],[   940.99035241 -55205.14137329     56.99035052],[11.50096661 -8.14191414  3.14701754],[4.21657776 0.62232899 2.65627204],expo,"[40.0, 90.0]","[4.5, 6.0]","[38.03319536737887, 76.8274141889888]"
stim_val,"[4.5, 6.0]","[4.5, 6.0]","[4.5, 6.0]","[4.5, 6.0]",expo,"[40.0, 90.0]","[4.5, 6.0]","[38.03319536737887, 76.8274141889888]"
fitted_val,"[42.984106379691326, 65.66885350224557]","[43.20491286971287, 64.58403122823586]","[38.58945811979979, 75.94211313585336]","[38.03319536737887, 76.8274141889888]",expo,"[40.0, 90.0]","[4.5, 6.0]","[38.03319536737887, 76.8274141889888]"
