,series,trial,intensity,rating,fired,tolerance,threshold
0,0,0,10,0,1,130,40
1,0,1,20,1,1,130,40
2,0,2,30,6,1,130,40
3,0,3,40,7,1,130,40
4,0,4,50,10,1,130,40
5,0,5,60,20,1,130,40
6,0,6,70,36,1,130,40
7,0,7,80,43,1,130,40
8,0,8,90,58,1,130,40
9,0,9,100,63,1,130,40
10,0,10,110,70,1,130,40
11,1,0,10,0,1,130,40
12,1,1,20,0,1,130,40
13,1,2,30,0,1,130,40
14,1,3,40,1,1,130,40
15,1,4,50,2,1,130,40
16,1,5,60,3,1,130,40
17,1,6,70,6,1,130,40
18,1,7,80,19,1,130,40
19,1,8,90,23,1,130,40
20,1,9,100,35,1,130,40
21,1,10,110,43,1,130,40
22,1,11,120,47,1,130,40
23,1,12,130,66,1,130,40
24,2,0,10,0,1,130,40
25,2,1,20,0,1,130,40
26,2,2,30,0,1,130,40
27,2,3,40,6,1,130,40
28,2,4,50,12,1,130,40
29,2,5,60,13,1,130,40
30,2,6,70,21,1,130,40
31,2,7,80,25,1,130,40
32,2,8,90,38,1,130,40
33,2,9,100,46,1,130,40
34,2,10,110,51,1,130,40
35,2,11,120,55,1,130,40
36,2,12,130,67,1,130,40
