,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[ 14.0885127   21.64885191  29.20919112  36.76953034  44.32986955
  51.89020876  59.45054798  67.01088719  74.5712264   82.13156562
  89.69190483  97.25224404 104.81258326]","[-7.24513695 13.87581375 29.93091851 42.54757219 52.72352934 61.10455841
 68.12707829 74.09663359 79.23353179 83.70062845 87.62090894 91.08898594
 94.17883527]","[-8.97373656 10.02562134 26.94515769 41.78487249 54.54476575 65.22483746
 73.82508762 80.34551624 84.78612331 87.14690884 87.42787282 85.62901526
 81.75033615]","[-5.48601555 15.35773888 30.25971129 41.88366259 51.42354629 59.51929093
 66.55435616 72.77689017 78.35680702 83.41560281 88.04318695 92.30797635
 96.26325135]",para,"[40.0, 90.0]","[2.5, 6.0]","[41.784872488616166, 87.42787282125937]"
sse,5424.355858470463,3844.9960982873104,3182.4268483589926,4041.593735842175,para,"[40.0, 90.0]","[2.5, 6.0]","[41.784872488616166, 87.42787282125937]"
params,[-1.03216573 15.12067843  0.        ],[ 147.75239822 -491.23121645    2.16928405],[-53.21191699  48.39782352  -4.15964309],[-2.33325976e+03  2.32777374e+03  2.19859125e-02],para,"[40.0, 90.0]","[2.5, 6.0]","[41.784872488616166, 87.42787282125937]"
stim_val,"[2.5, 6.0]","[2.5, 6.5]","[2.5, 6.0]","[2.5, 6.0]",para,"[40.0, 90.0]","[2.5, 6.0]","[41.784872488616166, 87.42787282125937]"
fitted_val,"[36.76953033750088, 89.69190482908009]","[42.547572194616464, 91.08898594253753]","[41.784872488616166, 87.42787282125937]","[41.883662587611525, 88.04318695413622]",para,"[40.0, 90.0]","[2.5, 6.0]","[41.784872488616166, 87.42787282125937]"
