,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[11.41478079 16.62754518 21.84030956 27.05307395 32.26583833 37.47860272
 42.69136711 47.90413149 53.11689588 58.32966027 63.54242465 68.75518904
 73.96795343 79.18071781 84.3934822  89.60624659 94.81901097]","[ 6.05014637 13.56846579 20.66977371 27.38782888 33.7528419  39.79192948
 45.52950057 50.98758614 56.18612186 61.14319144 65.87523677 70.39724013
 74.72288262 78.86468244 82.83411588 86.64172348 90.29720353]","[ 7.61348489 14.28051351 20.75364422 27.03287703 33.11821192 39.00964891
 44.70718799 50.21082916 55.52057242 60.63641778 65.55836523 70.28641476
 74.8205664  79.16082012 83.30717594 87.25963384 91.01819384]","[ 5.51713174 13.48142754 20.82022024 27.63844584 34.01571166 40.01397407
 45.68248555 51.0611058  56.1825897  61.07421165 65.75894618 70.25634354
 74.58319091 78.75401965 82.78150003 86.67675223 90.4495943 ]",expo,"[40.0, 90.0]","[6.5, 12.0]","[40.01397406711553, 90.4495942962956]"
sse,1405.285250903554,1323.260127580792,1341.7304719011001,1308.5103992351576,expo,"[40.0, 90.0]","[6.5, 12.0]","[40.01397406711553, 90.4495942962956]"
params,[-30.2873343   10.42552877   0.        ],[  269.62807941 -4488.48073203    13.02904595],[-52.70306875  16.63032167  -0.38779582],[-244.79273286  173.12991619    0.26593005],expo,"[40.0, 90.0]","[6.5, 12.0]","[40.01397406711553, 90.4495942962956]"
stim_val,"[6.5, 11.5]","[6.5, 12.0]","[6.5, 12.0]","[6.5, 12.0]",expo,"[40.0, 90.0]","[6.5, 12.0]","[40.01397406711553, 90.4495942962956]"
fitted_val,"[37.47860272117252, 89.60624658504862]","[39.79192947826132, 90.2972035266672]","[39.00964890877455, 91.01819384253307]","[40.01397406711553, 90.4495942962956]",expo,"[40.0, 90.0]","[6.5, 12.0]","[40.01397406711553, 90.4495942962956]"
