,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[ 6.34609659  9.07512338 11.80415017 14.53317696 17.26220375 19.99123054
 22.72025733 25.44928412 28.17831091 30.9073377  33.63636449 36.36539128
 39.09441807 41.82344486 44.55247165 47.28149844 50.01052523 52.73955202
 55.46857881 58.1976056  60.92663239]","[27.01621073 27.05598204 27.10012146 27.14939046 27.20473836 27.26736418
 27.33880445 27.42106096 27.51679131 27.62960139 27.76450984 27.92871496
 28.13292224 28.39377654 28.73864442 29.21590394 29.91990011 31.06254863
 33.23935541 39.01474415 99.84268728]","[ 5.4967978   8.48823545 11.45205126 14.38824521 17.29681731 20.17776756
 23.03109596 25.85680251 28.65488721 31.42535005 34.16819104 36.88341018
 39.57100747 42.23098291 44.8633365  47.46806823 50.04517811 52.59466614
 55.11653232 57.61077665 60.07739913]","[ 3.02593508  7.0664595  10.84012393 14.39499693 17.76618351 20.98025653
 24.05791028 27.01563786 29.86683858 32.62257576 35.29211112 37.88329142
 40.40283443 42.85654448 45.24947786 47.58607147 49.87024433 52.10547867
 54.29488532 56.44125706 58.54711243]",hyper,"[40.0, 90.0]","[12.5, 13.0]","[39.014744151343464, 99.84268727573908]"
sse,6204.692556832825,5441.2975607271555,6201.606191760685,6180.455447959513,hyper,"[40.0, 90.0]","[12.5, 13.0]","[39.014744151343464, 99.84268727573908]"
params,[-10.02806414   5.45805358   0.        ],[ 26.25221128  -7.72014325 -13.10490683],[-13.03188703   6.34195938  -0.0552437 ],[-45.0288165   27.03048723   0.52372947],hyper,"[40.0, 90.0]","[12.5, 13.0]","[39.014744151343464, 99.84268727573908]"
stim_val,"[9.0, 13.0]","[12.5, 13.0]","[9.0, 13.0]","[9.0, 13.0]",hyper,"[40.0, 90.0]","[12.5, 13.0]","[39.014744151343464, 99.84268727573908]"
fitted_val,"[39.0944180696827, 60.92663238628569]","[39.014744151343464, 99.84268727573908]","[39.57100747237056, 60.07739912732768]","[40.40283442636401, 58.54711242731854]",hyper,"[40.0, 90.0]","[12.5, 13.0]","[39.014744151343464, 99.84268727573908]"
