,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[ 2.7173535  10.33324371 17.94913391 25.56502412 33.18091433 40.79680453
 48.41269474 56.02858495 63.64447515 71.26036536 78.87625557 86.49214577
 94.10803598]","[-0.97713087  8.56855061 17.69638355 26.43321641 34.80364573 42.83024733
 50.53377973 57.93336334 65.04663895 71.88990811 78.47825789 84.82567188
 90.94512929]","[-2.54292719  7.68209837 17.43273559 26.70898447 35.510845   43.8383172
 51.69140106 59.07009658 65.97440376 72.4043226  78.3598531  83.84099526
 88.84774907]","[2.68832540e-02 9.29107840e+00 1.80014069e+01 2.63217719e+01
 3.43440173e+01 4.21265430e+01 4.97095728e+01 5.71223911e+01
 6.43872087e+01 7.15214094e+01 7.85389432e+01 8.54512343e+01
 9.22677976e+01]",para,"[40.0, 90.0]","[3.5, 7.0]","[43.83831720364782, 88.84774907419612]"
sse,1941.7138003026716,1866.5738779342407,1825.0759104163076,1913.2949386632977,para,"[40.0, 90.0]","[3.5, 7.0]","[43.83831720364782, 88.84774907419612]"
params,[-12.51442691  15.23178041   0.        ],[  425.61625453 -9318.86279156    20.84483658],[-24.41614333  22.82199282  -0.94877668],[-23.49808519  23.52496845   0.81890089],para,"[40.0, 90.0]","[3.5, 7.0]","[43.83831720364782, 88.84774907419612]"
stim_val,"[3.5, 6.5]","[3.5, 7.0]","[3.5, 7.0]","[3.5, 7.0]",para,"[40.0, 90.0]","[3.5, 7.0]","[43.83831720364782, 88.84774907419612]"
fitted_val,"[40.79680453235119, 86.49214577242867]","[42.830247331938324, 90.94512928561699]","[43.83831720364782, 88.84774907419612]","[42.12654303835555, 92.2677975984908]",para,"[40.0, 90.0]","[3.5, 7.0]","[43.83831720364782, 88.84774907419612]"
