,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[ 13.53323708  24.50613145  35.47902583  46.4519202   57.42481457
  68.39770894  79.37060331  90.34349768 101.31639205]","[11.36879294 23.97449819 36.05937874 47.65505932 58.79065509 69.49301576
 79.78694167 89.69537574 99.23957406]","[ 12.49408518  24.21533497  35.72276927  47.01638807  58.09619138
  68.9621792   79.61435153  90.05270836 100.27724969]","[10.68431747 24.03934406 36.33515115 47.89894249 58.91097741 69.4843863
 79.69626022 89.6022191  99.24411679]",expo,"[40.0, 90.0]","[2.0, 4.5]","[36.33515115100196, 89.6022190975259]"
sse,1213.2385838045666,1209.1443185426713,1208.5291109858688,1192.8228605991244,expo,"[40.0, 90.0]","[2.0, 4.5]","[36.33515115100196, 89.6022190975259]"
params,[-8.41255166 21.94578874  0.        ],[   608.96380536 -13866.20919721     22.20335496],[-11.58986089  24.51157705  -0.42763099],[-26.4672939   37.15161137   0.75739594],expo,"[40.0, 90.0]","[2.0, 4.5]","[36.33515115100196, 89.6022190975259]"
stim_val,"[2.0, 4.5]","[2.0, 4.5]","[2.0, 4.5]","[2.0, 4.5]",expo,"[40.0, 90.0]","[2.0, 4.5]","[36.33515115100196, 89.6022190975259]"
fitted_val,"[35.479025825945556, 90.3434976809186]","[36.059378738551345, 89.69537573510468]","[35.72276926864171, 90.05270835569587]","[36.33515115100196, 89.6022190975259]",expo,"[40.0, 90.0]","[2.0, 4.5]","[36.33515115100196, 89.6022190975259]"
