,series,trial,intensity,rating,fired,tolerance,threshold
0,0,0,10,3,1,140,10
1,0,1,20,17,1,140,10
2,0,2,30,35,1,140,10
3,0,3,40,46,1,140,10
4,0,4,50,54,1,140,10
5,0,5,60,58,1,140,10
6,0,6,70,57,1,140,10
7,0,7,80,60,1,140,10
8,0,8,90,69,1,140,10
9,0,9,100,73,1,140,10
10,0,10,110,73,1,140,10
11,0,11,120,79,1,140,10
12,1,0,10,7,1,140,10
13,1,1,20,17,1,140,10
14,1,2,30,13,1,140,10
15,1,3,40,18,1,140,10
16,1,4,50,25,1,140,10
17,1,5,60,27,1,140,10
18,1,6,70,37,1,140,10
19,1,7,80,31,1,140,10
20,1,8,90,38,1,140,10
21,1,9,100,41,1,140,10
22,1,10,110,49,1,140,10
23,1,11,120,56,1,140,10
24,1,12,130,65,1,140,10
25,1,13,140,78,1,140,10
26,2,0,10,6,1,140,10
27,2,1,20,13,1,140,10
28,2,2,30,18,1,140,10
29,2,3,40,21,1,140,10
30,2,4,50,27,1,140,10
31,2,5,60,27,1,140,10
32,2,6,70,29,1,140,10
33,2,7,80,36,1,140,10
34,2,8,90,38,1,140,10
35,2,9,100,40,1,140,10
36,2,10,110,49,1,140,10
37,2,11,120,55,1,140,10
38,2,12,130,60,1,140,10
39,2,13,140,68,1,140,10
