,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[ -5.33383057  -0.75111401   3.83160255   8.4143191   12.99703566
  17.57975222  22.16246877  26.74518533  31.32790189  35.91061844
  40.493335    45.07605156  49.65876811  54.24148467  58.82420122
  63.40691778  67.98963434  72.57235089  77.15506745  81.73778401
  86.32050056  90.90321712  95.48593368 100.06865023 104.65136679]","[ -2.99942689   1.08213304   5.20083123   9.35717686  13.55168849
  17.78489423  22.05733201  26.36954973  30.72210558  35.11556822
  39.55051706  44.02754249  48.54724619  53.11024132  57.71715288
  62.36861794  67.06528595  71.80781906  76.59689241  81.43319444
  86.31742725  91.25030694  96.23256392 101.26494331 106.34820528]","[ -7.14039959  -2.1372409    2.83058111   7.76306644  12.66021509
  17.52202706  22.34850235  27.13964096  31.89544289  36.61590815
  41.30103672  45.95082862  50.56528383  55.14440237  59.68818422
  64.1966294   68.6697379   73.10750972  77.50994486  81.87704332
  86.2088051   90.5052302   94.76631863  98.99207037 103.18248543]","[ -5.13575653  -0.61655992   3.91561439   8.45746335  13.00703699
  17.56304454  22.12456726  26.69091734  31.26156034  35.83606891
  40.41409344  44.99534261  49.57956987  54.16656385  58.75614133
  63.34814196  67.94242418  72.53886215  77.13734324  81.73776605
  86.34003879  90.94407803  95.54980753 100.15715742 104.76606337]",para,"[40.0, 90.0]","[6.0, 11.5]","[41.301036720168774, 90.50523020317583]"
sse,1603.6502612792144,1646.3638878139295,1593.9274680707001,1603.5455410373468,para,"[40.0, 90.0]","[6.0, 11.5]","[41.301036720168774, 90.50523020317583]"
params,[-14.49926368   9.16543311   0.        ],[  -904.22246544 -99947.24741021   -111.90178916],[-17.252727    10.18300077  -0.07067336],[-14.08214828   8.94639175   1.00843974],para,"[40.0, 90.0]","[6.0, 11.5]","[41.301036720168774, 90.50523020317583]"
stim_val,"[6.0, 11.5]","[6.0, 11.5]","[6.0, 11.5]","[6.0, 11.5]",para,"[40.0, 90.0]","[6.0, 11.5]","[41.301036720168774, 90.50523020317583]"
fitted_val,"[40.4933349986116, 90.90321711964393]","[39.55051705700305, 91.25030694136285]","[41.301036720168774, 90.50523020317583]","[40.41409344261369, 90.94407802519694]",para,"[40.0, 90.0]","[6.0, 11.5]","[41.301036720168774, 90.50523020317583]"
