,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[ -3.64433999   3.09468456   9.83370911  16.57273366  23.31175821
  30.05078276  36.78980731  43.52883186  50.26785641  57.00688096
  63.74590551  70.48493006  77.22395461  83.96297916  90.70200371
  97.44102826 104.18005282]","[-10.58201244  -0.93253406   8.1996851   16.85515084  25.07024725
  32.87774801  40.30725337  47.38556516  54.13700986  60.58371793
  66.74586613  72.64188847  78.2886604   83.70166009  88.89511015
  93.88210236  98.67470793]","[-12.54969313  -2.40350234   7.28839949  16.52601237  25.3093363
  33.63837127  41.51311729  48.93357436  55.89974247  62.41162163
  68.46921183  74.07251309  79.22152539  83.91624873  88.15668312
  91.94282856  95.27468504]","[ -9.62353712   0.19752035   9.07956688  17.32287885  25.09050247
  32.483632    39.57060049  46.40033068  53.0093913   59.42603771
  65.67268361  71.76749328  77.72545095  83.55910393  89.27909436
  94.89454898 100.41337094]",para,"[40.0, 90.0]","[4.0, 8.0]","[41.51311729117761, 88.15668312210725]"
sse,3670.6712170349906,3424.742338673014,3321.815946765993,3536.7308147463705,para,"[40.0, 90.0]","[4.0, 8.0]","[41.51311729117761, 88.15668312210725]"
params,[-17.12238909  13.4780491    0.        ],[  339.79083936 -6185.83800052    16.65501513],[-34.20494156  22.56382634  -0.90857791],[-39.29847672  29.6749396    0.70510733],para,"[40.0, 90.0]","[4.0, 8.0]","[41.51311729117761, 88.15668312210725]"
stim_val,"[4.0, 8.0]","[4.0, 8.0]","[4.0, 8.0]","[4.0, 8.0]",para,"[40.0, 90.0]","[4.0, 8.0]","[41.51311729117761, 88.15668312210725]"
fitted_val,"[36.78980730982488, 90.7020037140903]","[40.307253373781634, 88.8951101450786]","[41.51311729117761, 88.15668312210725]","[39.57060048757994, 89.27909436168336]",para,"[40.0, 90.0]","[4.0, 8.0]","[41.51311729117761, 88.15668312210725]"
