,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[-9.15931042 -2.59964992  3.96001058 10.51967109 17.07933159 23.63899209
 30.19865259 36.75831309 43.31797359 49.87763409 56.43729459 62.99695509
 69.5566156  76.1162761  82.6759366  89.2355971  95.7952576 ]","[ -1.55976376   2.43936311   6.66050658  11.12268279  15.84714341
  20.8577141   26.18119632  31.84784697  37.89195378  44.35252966
  51.27415573  58.7080115   66.71314253  75.35803208  84.72256514
  94.90050441 106.0026406 ]","[  0.89440404   3.60754082   6.83354739  10.57242375  14.8241699
  19.58878584  24.86627156  30.65662709  36.9598524   43.7759475
  51.10491239  58.94674707  67.30145154  76.1690258   85.54946986
  95.4427837  105.84896733]","[  1.04641993   3.45425355   6.53882617  10.24943138  14.54963841
  19.41136158  24.81194717  30.7325355   37.15705332  44.07155222
  51.46375243  59.32271582  67.63860401  76.40249476  85.6062396
  95.24235129 105.30391351]",expo,"[40.0, 90.0]","[5.0, 8.0]","[37.15705332487122, 85.606239598897]"
sse,1547.545683371641,1151.7154481650841,1102.9196457800292,1092.6553074889553,expo,"[40.0, 90.0]","[5.0, 8.0]","[37.15705332487122, 85.606239598897]"
params,[-22.27863142  13.119321     0.        ],[ -149.62934547 -2815.20826735   -20.01273871],[-2.99326014  2.8619246   1.02573958],[-1.31389613  2.36031606  1.73421282],expo,"[40.0, 90.0]","[5.0, 8.0]","[37.15705332487122, 85.606239598897]"
stim_val,"[4.5, 8.5]","[5.0, 8.5]","[5.0, 8.0]","[5.0, 8.0]",expo,"[40.0, 90.0]","[5.0, 8.0]","[37.15705332487122, 85.606239598897]"
fitted_val,"[36.75831308964672, 89.2355970988908]","[37.89195377628343, 94.90050440502921]","[36.95985239540903, 85.54946985578403]","[37.15705332487122, 85.606239598897]",expo,"[40.0, 90.0]","[5.0, 8.0]","[37.15705332487122, 85.606239598897]"
