,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[ -7.58073891   7.16227147  21.90528185  36.64829222  51.3913026
  66.13431298  80.87732335  95.62033373 110.36334411]","[-14.08889334   4.62118601  22.10447389  38.47779847  53.84361013
  68.29212729  81.90310899  94.74732798 106.8878016 ]","[-16.69579821   3.36273758  22.02103288  39.27908769  55.13690201
  69.59447585  82.6518092   94.30890206 104.56575443]","[-13.652862     5.00822259  22.20501874  38.27248041  53.4324842
  67.84131666  81.61415898  94.83890201 107.58448853]",para,"[40.0, 90.0]","[3.5, 5.5]","[39.279087689782976, 94.30890206128548]"
sse,3335.915340436451,3246.2116769968748,3195.966606939642,3279.1494336506516,para,"[40.0, 90.0]","[3.5, 5.5]","[39.279087689782976, 94.30890206128548]"
params,[-66.55278041  29.48602075   0.        ],[  537.90449224 -7866.58496276    12.25123048],[-110.93234624   52.71923597   -2.80048098],[-145.14526895   87.07044375    0.59472451],para,"[40.0, 90.0]","[3.5, 5.5]","[39.279087689782976, 94.30890206128548]"
stim_val,"[3.5, 5.5]","[3.5, 5.5]","[3.5, 5.5]","[3.5, 5.5]",para,"[40.0, 90.0]","[3.5, 5.5]","[39.279087689782976, 94.30890206128548]"
fitted_val,"[36.64829222370889, 95.62033373026631]","[38.477798468008984, 94.74732798160835]","[39.279087689782976, 94.30890206128548]","[38.27248040768302, 94.8389020144588]",para,"[40.0, 90.0]","[3.5, 5.5]","[39.279087689782976, 94.30890206128548]"
