,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[-1.92958757  2.17709982  6.28378722 10.39047462 14.49716202 18.60384942
 22.71053682 26.81722422 30.92391161 35.03059901 39.13728641 43.24397381
 47.35066121 51.45734861 55.564036   59.6707234  63.7774108  67.8840982
 71.9907856  76.097473   80.20416039 84.31084779 88.41753519 92.52422259
 96.63090999]","[ 0.23998675  3.88645806  7.56684341 11.28161814 15.03126653 18.81628195
 22.63716717 26.49443451 30.38860609 34.32021408 38.28980092 42.29791959
 46.34513387 50.43201855 54.5591598  58.72715534 62.93661483 67.18816008
 71.48242543 75.820058   80.20171809 84.62807942 89.09982957 93.61767027
 98.1823178 ]","[-5.69640803 -0.71312698  4.19648082  9.03241536 13.79467665 18.48326469
 23.09817948 27.63942101 32.10698929 36.50088432 40.8211061  45.06765463
 49.2405299  53.33973192 57.36526069 61.3171162  65.19529847 68.99980748
 72.73064324 76.38780574 79.971295   83.481111   86.91725375 90.27972325
 93.56851949]","[-3.88244142  0.87185355  5.48421908  9.99384126 14.423242   18.78702464
 23.09540925 27.3559379  31.57439849 35.75536844 39.90255544 44.01902165
 48.10733727 52.16968915 56.20795974 60.2237859  64.21860347 68.19368182
 72.15015086 76.08902257 80.01120837 83.91753321 87.80874719 91.68553515
 95.54852479]",para,"[40.0, 90.0]","[6.0, 12.5]","[40.82110610182364, 90.27972324669022]"
sse,1811.4289872527747,1873.4521110851297,1769.1608924640575,1801.7368895863003,para,"[40.0, 90.0]","[6.0, 12.5]","[40.82110610182364, 90.27972324669022]"
params,[-10.14296237   8.2133748    0.        ],[  -787.55076236 -85491.8177995    -109.52097197],[-15.88398988  10.33492836  -0.1473465 ],[-14.52396164  10.64152022   0.91088573],para,"[40.0, 90.0]","[6.0, 12.5]","[40.82110610182364, 90.27972324669022]"
stim_val,"[6.0, 12.0]","[6.0, 12.0]","[6.0, 12.5]","[6.0, 12.5]",para,"[40.0, 90.0]","[6.0, 12.5]","[40.82110610182364, 90.27972324669022]"
fitted_val,"[39.13728641000799, 88.41753519002714]","[38.28980091767835, 89.0998295692001]","[40.82110610182364, 90.27972324669022]","[39.9025554408264, 91.685535151023]",para,"[40.0, 90.0]","[6.0, 12.5]","[40.82110610182364, 90.27972324669022]"
