,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[  6.3629008   12.82328537  19.28366994  25.74405452  32.20443909
  38.66482366  45.12520823  51.5855928   58.04597737  64.50636194
  70.96674651  77.42713108  83.88751565  90.34790022  96.80828479
 103.26866936 109.72905393]","[ -3.82289798   7.13638125  17.1829012   26.42613382  34.95871795
  42.85957503  50.19635744  57.02739056  63.40322653  69.3678975
  74.95993392  80.21319779  85.15756892  89.81951361  94.22255857
  98.387688   102.33367804]","[-5.10382812  5.743696   16.00626817 25.68388839 34.77655666 43.28427298
 51.20703735 58.54484976 65.29771023 71.46561874 77.0485753  82.04657991
 86.45963257 90.28773328 93.53088204 96.18907885 98.2623237 ]","[ -4.05226526   7.65906509  17.88539329  27.02199197  35.31878339
  42.94500878  50.02120441  56.63660905  62.85935159  68.74276004
  74.32945076  79.65408001  84.74525468  89.62689497  94.31922905
  98.83953361 103.20269525]",para,"[40.0, 90.0]","[4.5, 8.5]","[43.28427297886387, 90.2877332826954]"
sse,1458.3654759709245,1012.326184115008,879.9757700941358,1084.8714590919337,para,"[40.0, 90.0]","[4.5, 8.5]","[43.28427297886387, 90.2877332826954]"
params,[-19.47863748  12.92076914   0.        ],[  248.38863968 -2776.03124287     9.00675754],[-54.34344412  26.9596158   -1.1699039 ],[-158.20585236  122.79226531    0.32814877],para,"[40.0, 90.0]","[4.5, 8.5]","[43.28427297886387, 90.2877332826954]"
stim_val,"[4.5, 8.5]","[4.5, 8.5]","[4.5, 8.5]","[4.5, 8.5]",para,"[40.0, 90.0]","[4.5, 8.5]","[43.28427297886387, 90.2877332826954]"
fitted_val,"[38.66482365679541, 90.3479002217355]","[42.85957503022186, 89.81951360807511]","[43.28427297886387, 90.2877332826954]","[42.94500878204738, 89.626894974236]",para,"[40.0, 90.0]","[4.5, 8.5]","[43.28427297886387, 90.2877332826954]"
