,series,trial,intensity,rating,fired,tolerance,threshold
0,0,0,10,1,1,80,20
1,0,1,20,8,1,80,20
2,0,2,30,20,1,80,20
3,0,3,40,29,1,80,20
4,0,4,50,43,1,80,20
5,0,5,60,53,1,80,20
6,1,0,10,2,1,80,20
7,1,1,20,7,1,80,20
8,1,2,30,9,1,80,20
9,1,3,40,15,1,80,20
10,1,4,50,22,1,80,20
11,1,5,60,32,1,80,20
12,1,6,70,35,1,80,20
13,2,0,10,0,1,80,20
14,2,1,20,2,1,80,20
15,2,2,30,5,1,80,20
16,2,3,40,7,1,80,20
17,2,4,50,12,1,80,20
18,2,5,60,22,1,80,20
19,2,6,70,37,1,80,20
20,2,7,80,40,1,80,20
