,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[-9.60044902 -1.85598004  5.88848895 13.63295793 21.37742691 29.1218959
 36.86636488 44.61083386 52.35530285 60.09977183 67.84424082 75.5887098
 83.33317878]","[ 35.84185165  35.40605715  34.67506134  33.19529552  28.6084889
 217.24894104  45.70836139  41.73077028  40.36359606  39.67199066
  39.25442537  38.97495581  38.77479679]","[-5.49152855e-02  2.95490292e+00  6.82556703e+00  1.15570770e+01
  1.71494330e+01  2.36026348e+01  3.09166825e+01  3.90915761e+01
  4.81273156e+01  5.80239010e+01  6.87813323e+01  8.03996096e+01
  9.28787327e+01]","[-0.70153202  2.63387495  6.75482462 11.66914609 17.38350927 23.90373164
 31.23497636 39.38188802 48.34868968 58.13925487 68.75716238 80.20573903
 92.48809368]",para,"[40.0, 90.0]","[5.5, 8.0]","[39.09157609145333, 92.87873267588901]"
sse,2747.3845165497933,13468.163193252858,2363.3032501355806,2366.21949480781,para,"[40.0, 90.0]","[5.5, 8.0]","[39.09157609145333, 92.87873267588901]"
params,[-40.57832495  15.48893797   0.        ],[37.56433996  4.26533256 -4.47626211],[-3.48572911 -1.72797669  1.7216918 ],[-6.43761303  1.38123741  2.05410408],para,"[40.0, 90.0]","[5.5, 8.0]","[39.09157609145333, 92.87873267588901]"
stim_val,"[5.0, 8.0]","[6.5, 5.0]","[5.5, 8.0]","[5.5, 8.0]",para,"[40.0, 90.0]","[5.5, 8.0]","[39.09157609145333, 92.87873267588901]"
fitted_val,"[36.86636488104766, 83.33317878202067]","[39.67199066003487, 45.70836138804239]","[39.09157609145333, 92.87873267588901]","[39.38188801577815, 92.48809368266376]",para,"[40.0, 90.0]","[5.5, 8.0]","[39.09157609145333, 92.87873267588901]"
