,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[ -0.80205968   7.08968409  14.98142785  22.87317162  30.76491538
  38.65665915  46.54840291  54.44014668  62.33189044  70.2236342
  78.11537797  86.00712173  93.8988655  101.79060926 109.68235303]","[  1.16411657   8.2881109   15.51673377  22.85230721  30.2972225
  37.85394271  45.52500545  53.31302574  61.22069892  69.2508038
  77.40620593  85.68986097  94.10481826 102.65422462 111.34132821]","[ -3.90712628   5.32478504  14.35051699  23.17006958  31.7834428
  40.19063666  48.39165115  56.38648628  64.17514205  71.75761845
  79.13391549  86.30403316  93.26797147 100.02573041 106.57730999]","[ -3.42499683   5.8206291   14.71899617  23.33859222  31.72651593
  39.91701247  47.93602522  55.80383908  63.53671736  71.14796783
  78.6486658   86.04816119  93.35444433 100.57441613 107.71409188]",para,"[40.0, 90.0]","[4.5, 8.0]","[40.190636659778036, 93.26797146720602]"
sse,1337.4750396634481,1403.7687845372657,1295.1026947839116,1312.621652608022,para,"[40.0, 90.0]","[4.5, 8.0]","[40.190636659778036, 93.26797146720602]"
params,[-32.36903473  15.78348753   0.        ],[  -976.08321165 -67516.49431831    -71.08844094],[-42.8965652   20.31943692  -0.41235873],[-50.09403489  26.61921842   0.80999752],para,"[40.0, 90.0]","[4.5, 8.0]","[40.190636659778036, 93.26797146720602]"
stim_val,"[4.5, 8.0]","[4.5, 8.0]","[4.5, 8.0]","[4.5, 8.0]",para,"[40.0, 90.0]","[4.5, 8.0]","[40.190636659778036, 93.26797146720602]"
fitted_val,"[38.65665914634194, 93.89886549710099]","[37.85394270553411, 94.10481826160571]","[40.190636659778036, 93.26797146720602]","[39.9170124660629, 93.35444433299674]",para,"[40.0, 90.0]","[4.5, 8.0]","[40.190636659778036, 93.26797146720602]"
