,series,trial,intensity,rating,fired,tolerance,threshold
0,0,0,10,0,1,270,50
1,0,1,20,0,1,270,50
2,0,2,30,3,1,270,50
3,0,3,40,3,1,270,50
4,0,4,50,6,1,270,50
5,0,5,60,9,1,270,50
6,0,6,70,14,1,270,50
7,0,7,80,25,1,270,50
8,0,8,90,33,1,270,50
9,0,9,100,38,1,270,50
10,0,10,110,45,1,270,50
11,0,11,120,51,1,270,50
12,0,12,130,52,1,270,50
13,0,13,140,58,1,270,50
14,0,14,150,59,1,270,50
15,0,15,160,51,1,270,50
16,0,16,170,50,1,270,50
17,0,17,180,49,1,270,50
18,0,18,190,50,1,270,50
19,0,19,200,61,1,270,50
20,1,0,10,0,1,270,50
21,1,1,20,0,1,270,50
22,1,2,30,0,1,270,50
23,1,3,40,0,1,270,50
24,1,4,50,3,1,270,50
25,1,5,60,3,1,270,50
26,1,6,70,3,1,270,50
27,1,7,80,4,1,270,50
28,1,8,90,5,1,270,50
29,1,9,100,9,1,270,50
30,1,10,110,9,1,270,50
31,1,11,120,13,1,270,50
32,1,12,130,13,1,270,50
33,1,13,140,18,1,270,50
34,1,14,150,19,1,270,50
35,1,15,160,24,1,270,50
36,1,16,170,26,1,270,50
37,1,17,180,28,1,270,50
38,1,18,190,32,1,270,50
39,1,19,200,35,1,270,50
40,1,20,210,35,1,270,50
41,1,21,220,40,1,270,50
42,1,22,230,46,1,270,50
43,2,0,10,0,1,270,50
44,2,1,20,0,1,270,50
45,2,2,30,0,1,270,50
46,2,3,40,0,1,270,50
47,2,4,50,1,1,270,50
48,2,5,60,1,1,270,50
49,2,6,70,3,1,270,50
50,2,7,80,4,1,270,50
51,2,8,90,6,1,270,50
52,2,9,100,6,1,270,50
53,2,10,110,7,1,270,50
54,2,11,120,8,1,270,50
55,2,12,130,9,1,270,50
56,2,13,140,10,1,270,50
57,2,14,150,15,1,270,50
58,2,15,160,18,1,270,50
59,2,16,170,19,1,270,50
60,2,17,180,24,1,270,50
61,2,18,190,28,1,270,50
62,2,19,200,30,1,270,50
63,2,20,210,36,1,270,50
64,2,21,220,42,1,270,50
65,2,22,230,44,1,270,50
66,2,23,240,45,1,270,50
67,2,24,250,47,1,270,50
68,2,25,260,49,1,270,50
69,2,26,270,50,1,270,50
