,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[ 44.13500331  50.39854626  56.6620892   62.92563215  69.1891751
  75.45271805  81.716261    87.97980395  94.2433469  100.50688985
 106.7704328 ]","[ 34.3232686   47.45901908  58.00368636  66.65509903  73.8811434
  80.00726594  85.26684381  89.83159247  93.83066876  97.36308649
 100.50602525]","[35.06794867 46.59914482 56.95975137 66.14976833 74.16919569 81.01803345
 86.69628162 91.20394019 94.54100916 96.70748854 97.70337832]","[ 38.14124562  48.26994898  57.07524579  64.86635636  71.85509054
  78.19295116  83.99208583  89.33785626  94.29675478  98.92159411
 103.25502569]",para,"[40.0, 90.0]","[3.0, 6.5]","[35.067948668610626, 91.20394018905154]"
sse,1576.5448596236597,1262.030506344824,1233.4894246909507,1323.2515535596203,para,"[40.0, 90.0]","[3.0, 6.5]","[35.067948668610626, 91.20394018905154]"
params,[ 6.55374561 12.5270859   0.        ],[ 154.37346927 -488.5560674     1.06959809],[-58.70160977  38.28005706  -2.34117919],[-2.60106540e+03  2.56813336e+03  2.48486602e-02],para,"[40.0, 90.0]","[3.0, 6.5]","[35.067948668610626, 91.20394018905154]"
stim_val,"[3.0, 6.5]","[3.0, 6.5]","[3.0, 6.5]","[3.0, 6.5]",para,"[40.0, 90.0]","[3.0, 6.5]","[35.067948668610626, 91.20394018905154]"
fitted_val,"[44.13500330731902, 87.97980394908859]","[34.32326859528703, 89.83159246807915]","[35.067948668610626, 91.20394018905154]","[38.141245622974566, 89.33785625527389]",para,"[40.0, 90.0]","[3.0, 6.5]","[35.067948668610626, 91.20394018905154]"
