,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,[ 4.15239311 26.71338909 49.27438508 71.83538106 94.39637704],[ 0.47118612 26.32021754 50.20307061 72.33585893 92.90414318],[-6.17628252 25.69450037 52.20809191 73.36449212 89.163701  ],[-3.53787176 26.23930663 51.13847255 72.59854258 91.49582305],para,"[40.0, 90.0]","[3.0, 4.0]","[52.20809191151929, 89.1637009966795]"
sse,3904.1778207307902,3853.032077558798,3799.802971679105,3841.968879242238,para,"[40.0, 90.0]","[3.0, 4.0]","[52.20809191151929, 89.1637009966795]"
params,[-86.09159083  45.12199197   0.        ],[  654.28829757 -7941.81162081    10.14683966],[-187.23132739  111.95628778  -10.71438267],[-1.15761146e+03  1.06627018e+03  1.14162173e-01],para,"[40.0, 90.0]","[3.0, 4.0]","[52.20809191151929, 89.1637009966795]"
stim_val,"[3.0, 4.0]","[3.0, 4.0]","[3.0, 4.0]","[3.0, 4.0]",para,"[40.0, 90.0]","[3.0, 4.0]","[52.20809191151929, 89.1637009966795]"
fitted_val,"[49.27438507685213, 94.39637704448018]","[50.20307061230153, 92.90414317665022]","[52.20809191151929, 89.1637009966795]","[51.138472554996724, 91.49582304768614]",para,"[40.0, 90.0]","[3.0, 4.0]","[52.20809191151929, 89.1637009966795]"
