,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[  2.44014376   7.57863836  12.71713296  17.85562757  22.99412217
  28.13261677  33.27111138  38.40960598  43.54810058  48.68659519
  53.82508979  58.96358439  64.102079    69.2405736   74.3790682
  79.51756281  84.65605741  89.79455201  94.93304662 100.07154122
 105.21003582]","[-24.7070972  -10.75737276   1.38224164  12.04259893  21.47855125
  29.88958756  37.43409289  44.23941634  50.40911804  56.02827604
  61.16743333  65.88557465  70.23240062  74.25008521  77.97464853
  81.43703981  84.66399936  87.67875054  90.50155957  93.15019168
  95.64028536]","[-15.78598573  -6.12465176   3.09618035  11.87651061  20.21633901
  28.11566555  35.57449023  42.59281306  49.17063402  55.30795313
  61.00477038  66.26108577  71.07689931  75.45221098  79.3870208
  82.88132876  85.93513486  88.54843911  90.72124149  92.45354202
  93.74534069]","[-32.10743335 -12.82594866   1.42907857  12.82671617  22.36628546
  30.59472789  37.84540749  44.33717763  50.22177272  55.60889079
  60.58051528  65.19959202  69.51554307  73.56791074  77.38884647
  81.00485897  84.43807203  87.70714883  90.82798374  93.8142287
  96.67769954]",hyper,"[40.0, 90.0]","[4.0, 10.0]","[37.43409289229524, 90.50155957277606]"
sse,1665.3184277225632,1089.3563676421218,1127.0960277794577,1107.986045831076,hyper,"[40.0, 90.0]","[4.0, 10.0]","[37.43409289229524, 90.50155957277606]"
params,[-7.83684545 10.27698921  0.        ],[  176.35199812 -1348.41519644     5.70656154],[-36.43015925  21.52517724  -0.88100372],[-4.22652258e+02  3.90544825e+02  1.18852850e-01],hyper,"[40.0, 90.0]","[4.0, 10.0]","[37.43409289229524, 90.50155957277606]"
stim_val,"[4.5, 9.5]","[4.0, 10.0]","[4.5, 10.0]","[4.0, 10.0]",hyper,"[40.0, 90.0]","[4.0, 10.0]","[37.43409289229524, 90.50155957277606]"
fitted_val,"[38.40960598060028, 89.79455201392115]","[37.43409289229524, 90.50155957277606]","[42.59281305713094, 90.72124149092824]","[37.84540749169088, 90.8279837410796]",hyper,"[40.0, 90.0]","[4.0, 10.0]","[37.43409289229524, 90.50155957277606]"
