,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[-8.4375565  -1.64400185  5.1495528  11.94310745 18.7366621  25.53021675
 32.3237714  39.11732605 45.9108807  52.70443535 59.49799    66.29154465
 73.0850993 ]","[-10.39114282  -2.89775273   4.47410424  11.72736097  18.86485673
  25.88934087  32.80347638  39.60984319  46.31094148  52.90919466
  59.40695232  65.80649301  72.11002695]","[31.47419732 26.27975763 22.83148158 21.12936916 21.17342037 22.96363521
 26.50001369 31.7825558  38.81126154 47.58613091 58.10716392 70.37436055
 84.38772083]","[11.65082558 13.05009617 14.89963412 17.28822159 20.31293369 24.07918592
 28.70077828 34.2999366  41.00735132 48.96221409 58.31225246 69.21376276
 81.83164145]",para,"[40.0, 90.0]","[9.0, 11.0]","[38.81126153598552, 84.38772082534268]"
sse,2965.277025701606,3024.91865318074,2495.5378393133037,2623.5719233046007,para,"[40.0, 90.0]","[9.0, 11.0]","[38.81126153598552, 84.38772082534268]"
params,[-76.373103   13.5871093   0.       ],[   906.1581672  -55595.30244267     55.65718651],[179.45759398 -47.05831566   3.49232727],[8.69912517e+00 4.21204409e-03 4.07110369e+00],para,"[40.0, 90.0]","[9.0, 11.0]","[38.81126153598552, 84.38772082534268]"
stim_val,"[8.5, 11.0]","[8.5, 11.0]","[9.0, 11.0]","[9.0, 11.0]",para,"[40.0, 90.0]","[9.0, 11.0]","[38.81126153598552, 84.38772082534268]"
fitted_val,"[39.11732605016854, 73.08509929929352]","[39.60984319349882, 72.11002694688659]","[38.81126153598552, 84.38772082534268]","[41.007351315189794, 81.831641445835]",para,"[40.0, 90.0]","[9.0, 11.0]","[38.81126153598552, 84.38772082534268]"
