,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[-18.35758723 -15.3860124  -12.41443756  -9.44286273  -6.4712879
  -3.49971306  -0.52813823   2.4434366    5.41501144   8.38658627
  11.3581611   14.32973594  17.30131077  20.2728856   23.24446043
  26.21603527  29.1876101   32.15918493  35.13075977  38.1023346
  41.07390943  44.04548427  47.0170591   49.98863393  52.96020877
  55.9317836   58.90335843  61.87493326  64.8465081   67.81808293
  70.78965776  73.7612326   76.73280743]","[-1.58296158 -0.64040554  0.34542508  1.37758055  2.45940467  3.59457101
  4.78712458  6.04152995  7.36272715  8.75619666 10.22803542 11.78504598
 13.43484166 15.18597104 17.04806609 19.03201944 21.15019764 23.41669912
 25.84766841 28.4616813  31.2802204  34.32826688 37.63504291 41.2349515
 45.16877795 49.48524178 54.24302478 59.51345455 65.38410494 71.96370078
 79.38891378 87.8339586  97.52443444]","[ 5.96697181  5.1024372   4.46716569  4.06115727  3.88441194  3.9369297
  4.21871056  4.72975451  5.47006156  6.43963169  7.63846493  9.06656125
 10.72392067 12.61054318 14.72642878 17.07157748 19.64598927 22.44966416
 25.48260213 28.74480321 32.23626737 35.95699463 39.90698498 44.08623842
 48.49475496 53.13253459 57.99957732 63.09588313 68.42145204 73.97628405
 79.76037915 85.77373734 92.01635862]","[ 2.90107285  3.04825458  3.26263385  3.55590932  3.93954504  4.42480823
  5.02279704  5.74446153  6.6006204   7.60197427  8.75911679 10.0825438
 11.58266117 13.26979151 15.15418001 17.24599952 19.55535505 22.09228775
 24.86677853 27.88875121 31.16807548 34.71456947 38.53800222 42.64809584
 47.05452752 51.76693142 56.79490037 62.14798749 67.83570762 73.86753875
 80.25292331 87.00126933 94.12195162]",hyper,"[40.0, 90.0]","[13.5, 17.5]","[41.2349515042981, 87.83395860126646]"
sse,1544.8761831036827,497.79574606571913,572.140371315659,540.8381116908384,hyper,"[40.0, 90.0]","[13.5, 17.5]","[41.2349515042981, 87.83395860126646]"
params,[-30.24388656   5.94314967   0.        ],[ -43.58480635 -956.83650919  -24.78082104],[11.71774118 -3.79243706  0.45852619],[2.73779009 0.02218527 2.87969837],hyper,"[40.0, 90.0]","[13.5, 17.5]","[41.2349515042981, 87.83395860126646]"
stim_val,"[12.0, 18.0]","[13.5, 17.5]","[13.0, 18.0]","[13.0, 17.5]",hyper,"[40.0, 90.0]","[13.5, 17.5]","[41.2349515042981, 87.83395860126646]"
fitted_val,"[41.073909433248716, 76.73280743008317]","[41.2349515042981, 87.83395860126646]","[39.906984978611135, 92.016358621198]","[38.53800222432821, 87.00126933376842]",hyper,"[40.0, 90.0]","[13.5, 17.5]","[41.2349515042981, 87.83395860126646]"
