,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[ -7.93745896  -1.16056872   5.61632152  12.39321176  19.170102
  25.94699224  32.72388248  39.50077272  46.27766296  53.0545532
  59.83144344  66.60833368  73.38522392  80.16211416  86.9390044
  93.71589464 100.49278488]","[46.2779325  46.27789908 46.27786566 46.27783225 46.27779883 46.27776542
 46.277732   46.27769859 46.27766517 46.27763176 46.27759835 46.27756493
 46.27753152 46.27749811 46.27746469 46.27743128 46.27739787]","[ -8.14302579  -1.28748592   5.55756739  12.39213415  19.21621434
  26.02980797  32.83291505  39.62553557  46.40766952  53.17931692
  59.94047777  66.69115205  73.43133977  80.16104094  86.88025554
  93.58898359 100.28722508]","[ -6.04857147  -0.1615228    5.94388921  12.21699067  18.62704571
  25.153279    31.78064785  38.49772624  45.29552298  52.16676774
  59.10545319  66.10652749  73.16567979  80.27918593  87.44379453
  94.65664092 101.91518099]",expo,"[40.0, 90.0]","[4.5, 8.0]","[38.49772623593691, 87.4437945297868]"
sse,1823.8294730455661,17765.90663296887,1823.6435818441194,1808.5400239955266,expo,"[40.0, 90.0]","[4.5, 8.0]","[38.49772623593691, 87.4437945297868]"
params,[-21.49123944  13.55378048   0.        ],[3.99010138e+01 6.08450372e+05 9.54134784e+04],[-2.18855652e+01  1.37635125e+01 -2.09731172e-02],[-16.4368998   10.38832834   1.10729738],expo,"[40.0, 90.0]","[4.5, 8.0]","[38.49772623593691, 87.4437945297868]"
stim_val,"[4.5, 8.0]","[9.0, 1.0]","[4.5, 8.0]","[4.5, 8.0]",expo,"[40.0, 90.0]","[4.5, 8.0]","[38.49772623593691, 87.4437945297868]"
fitted_val,"[39.50077271966893, 86.93900440200349]","[46.27739787137347, 46.27793249749562]","[39.625535565701774, 86.88025554483364]","[38.49772623593691, 87.4437945297868]",expo,"[40.0, 90.0]","[4.5, 8.0]","[38.49772623593691, 87.4437945297868]"
