,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[ -2.90430861  -0.13777331   2.62876199   5.3952973    8.1618326
  10.9283679   13.6949032   16.4614385   19.22797381  21.99450911
  24.76104441  27.52757971  30.29411502  33.06065032  35.82718562
  38.59372092  41.36025622  44.12679153  46.89332683  49.65986213
  52.42639743  55.19293273  57.95946804  60.72600334  63.49253864
  66.25907394  69.02560924  71.79214455  74.55867985  77.32521515
  80.09175045  82.85828576  85.62482106  88.39135636  91.15789166
  93.92442696  96.69096227  99.45749757 102.22403287]","[-5.35271766 -2.14274865  1.03939789  4.19408212  7.32165803 10.42247352
 13.4968706  16.54518545 19.56774859 22.56488495 25.53691404 28.48415003
 31.40690188 34.30547343 37.18016351 40.03126605 42.85907018 45.66386032
 48.44591627 51.20551333 53.94292236 56.6584099  59.3522382  62.02466539
 64.67594549 67.30632851 69.91606054 72.50538384 75.07453686 77.62375438
 80.15326754 82.66330391 85.15408759 87.62583924 90.07877617 92.51311238
 94.92905865 97.32682258 99.70660866]","[ -3.62130446  -0.7353937    2.14406429   5.01706952   7.88362198
  10.74372168  13.59736862  16.44456279  19.2853042   22.11959285
  24.94742873  27.76881185  30.5837422   33.39221979  36.19424462
  38.98981668  41.77893598  44.56160251  47.33781628  50.10757729
  52.87088553  55.62774101  58.37814373  61.12209368  63.85959086
  66.59063529  69.31522694  72.03336584  74.74505197  77.45028534
  80.14906594  82.84139378  85.52726886  88.20669117  90.87966072
  93.5461775   96.20624152  98.85985277 101.50701127]","[ -2.55194633   0.1463786    2.85045362   5.55993002   8.27449954
  10.99388772  13.71784861  16.44616049  19.17862248  21.9150517
  24.65528093  27.39915671  30.14653766  32.89729311  35.65130195
  38.40845158  41.16863705  43.93176031  46.69772953  49.46645855
  52.23786633  55.01187655  57.78841716  60.56742009  63.34882085
  66.13255832  68.91857446  71.70681409  74.49722467  77.28975614
  80.08436072  82.88099277  85.67960865  88.48016659  91.28262658
  94.08695022  96.89310068  99.70104258 102.5107419 ]",para,"[40.0, 90.0]","[14.5, 24.0]","[38.98981668114804, 90.87966071500864]"
sse,1530.2083214945178,1550.4443890316454,1528.009426877728,1529.6832828334589,para,"[40.0, 90.0]","[14.5, 24.0]","[38.98981668114804, 90.87966071500864]"
params,[-41.63580284   5.5330706    0.        ],[   732.12644431 -84347.890549      107.3732527 ],[-4.47015953e+01  5.95895167e+00 -1.29055278e-02],[-39.1196672    4.90947293   1.03190752],para,"[40.0, 90.0]","[14.5, 24.0]","[38.98981668114804, 90.87966071500864]"
stim_val,"[15.0, 24.0]","[14.5, 24.0]","[14.5, 24.0]","[15.0, 24.0]",para,"[40.0, 90.0]","[14.5, 24.0]","[38.98981668114804, 90.87966071500864]"
fitted_val,"[41.360256223633044, 91.15789166150039]","[40.03126605183297, 90.07877616911753]","[38.98981668114804, 90.87966071500864]","[41.16863705063036, 91.28262657627474]",para,"[40.0, 90.0]","[14.5, 24.0]","[38.98981668114804, 90.87966071500864]"
