,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[10.13042308 20.56078151 30.99113994 41.42149837 51.8518568  62.28221524
 72.71257367 83.1429321  93.57329053]","[ 3.129149   19.09364521 32.92868582 45.03369429 55.71407875 65.20735612
 73.70102386 81.34506864 88.26090004]","[ 2.70801994 18.48371922 32.73217692 45.45339302 56.64736754 66.31410048
 74.45359182 81.06584157 86.15084974]","[ 3.01663675 19.35504687 33.09086614 44.98262729 55.49444494 64.93200357
 73.50783809 81.37598654 88.65182769]",para,"[40.0, 90.0]","[3.5, 6.0]","[45.453393024845205, 86.15084974129034]"
sse,2616.0457630147985,2413.291974158027,2375.758882165261,2432.85772020667,para,"[40.0, 90.0]","[3.5, 6.0]","[45.453393024845205, 86.15084974129034]"
params,[-31.59101064  20.86071686   0.        ],[  226.53582214 -1451.46974871     4.49698475],[-75.66719308  45.29657286  -3.05448318],[-5.08871503e+02  4.64290003e+02  1.40802363e-01],para,"[40.0, 90.0]","[3.5, 6.0]","[45.453393024845205, 86.15084974129034]"
stim_val,"[3.5, 6.0]","[3.5, 6.0]","[3.5, 6.0]","[3.5, 6.0]",para,"[40.0, 90.0]","[3.5, 6.0]","[45.453393024845205, 86.15084974129034]"
fitted_val,"[41.42149837299272, 93.57329052836613]","[45.03369429092612, 88.26090004217926]","[45.453393024845205, 86.15084974129034]","[44.98262728946588, 88.65182768892998]",para,"[40.0, 90.0]","[3.5, 6.0]","[45.453393024845205, 86.15084974129034]"
