,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[26.96581339 33.37389261 39.78197183 46.19005105 52.59813027 59.00620949
 65.41428871 71.82236793 78.23044715 84.63852636 91.04660558]","[20.90931976 31.30006048 40.42368621 48.49865718 55.69594385 62.15126623
 67.97373333 73.2520606  78.05912186 82.45533421 86.49121055]","[21.1312049  30.92899435 39.97351505 48.26476701 55.80275024 62.58746472
 68.61891046 73.89708745 78.42199571 82.19363522 85.212006  ]","[20.45664567 31.69832514 40.8358093  48.67158583 55.60515975 61.86851222
 67.61001241 72.93111211 77.90467787 82.58505929 87.014027  ]",para,"[40.0, 90.0]","[2.0, 6.0]","[39.973515051021856, 85.21200599660466]"
sse,1933.0358765762096,1803.8771611744598,1790.9819716810428,1813.130308459376,para,"[40.0, 90.0]","[2.0, 6.0]","[39.973515051021856, 85.21200599660466]"
params,[14.14965495 12.81615844  0.        ],[  180.93325104 -1152.22254293     6.20031394],[-0.72418022 23.3619226  -1.50653748],[-44.48592628  64.94257194   0.39374879],para,"[40.0, 90.0]","[2.0, 6.0]","[39.973515051021856, 85.21200599660466]"
stim_val,"[2.0, 6.0]","[2.0, 6.0]","[2.0, 6.0]","[2.0, 6.0]",para,"[40.0, 90.0]","[2.0, 6.0]","[39.973515051021856, 85.21200599660466]"
fitted_val,"[39.78197183105209, 91.04660558392243]","[40.4236862149304, 86.49121055267968]","[39.973515051021856, 85.21200599660466]","[40.83580930320244, 87.01402699669003]",para,"[40.0, 90.0]","[2.0, 6.0]","[39.973515051021856, 85.21200599660466]"
